System_ID,Vehicle_ID,System_Type,Comment
S111,3111,Brakes,"Issue: 
On certain vehicles, moisture can enter the brake Hydraulic Electronic Control Unit (HECU) and cause a short circuit. 

Safety Risk: 
A short circuit could create a fire risk. This can happen even if the vehicle is parked. 

Corrective Actions: 
Kia will notify owners by mail and instruct you to take your vehicle to a dealer to install a relay to power off the HECU when the vehicle is turned off. Kia recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S112,3112,Brakes,"Issue: 
On certain vehicles, moisture can enter the brake Hydraulic Electronic Control Unit (HECU) and cause a short circuit. 

Safety Risk: 
A short circuit could create a fire risk. This can happen even if the vehicle is parked. 

Corrective Actions: 
Kia will notify owners by mail and instruct you to take your vehicle to a dealer to install a relay to power off the HECU when the vehicle is turned off. Kia recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S113,3113,Brakes,"Issue: 
On certain vehicles, moisture can enter the brake Hydraulic Electronic Control Unit (HECU) and cause a short circuit. 

Safety Risk: 
A short circuit could create a fire risk. This can happen even if the vehicle is parked. 

Corrective Actions: 
Kia will notify owners by mail and instruct you to take your vehicle to a dealer to install a relay to power off the HECU when the vehicle is turned off. Kia recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S114,3114,Other,"Issue: 
On certain travel trailers, the main living area does not have an emergency exit. In an emergency situation, the occupants would only be able to exit the trailer using the entrance door. 
 
Safety Risk: 
If the entrance door is blocked and there is no emergency exit, there could be an increased risk of injury in an emergency.
 
Corrective Actions: 
None of the affected trailers have been sold to retail customers. Keystone RV will instruct dealers to replace the crank window in the living area with a new emergency exit window before the trailers are sold."
S115,3115,Other,"Issue: 
On certain travel trailers, the main living area does not have an emergency exit. In an emergency situation, the occupants would only be able to exit the trailer using the entrance door. 
 
Safety Risk: 
If the entrance door is blocked and there is no emergency exit, there could be an increased risk of injury in an emergency.
 
Corrective Actions: 
None of the affected trailers have been sold to retail customers. Keystone RV will instruct dealers to replace the crank window in the living area with a new emergency exit window before the trailers are sold."
S116,3116,Airbag,"Issue: 
On certain vehicles, the driver-front airbag inflator could rupture when the airbag deploys in a crash. If this happens, the airbag may not fully inflate and fragments could be propelled toward vehicle occupants. 

Safety Risk: 
An airbag inflator that ruptures can create a risk of injury or death. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to take your vehicle to a dealer to replace the driver-front airbag inflator."
S117,3117,Structure,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the cargo securing winches may not be properly mounted to the trailer. As a result, the cargo winch mount could fail and allow cargo to come loose. Canadian regulations have minimum requirements for load-securing. 
Note: This recall only affects trailers equipped with 8' long loading ramps inset to the floor behind the drop section. 

Safety Risk: 
Cargo that comes loose or falls from the trailer could create a risk of injury and create a road hazard for others. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer for an inspection. The cargo winches will be replaced as necessary."
S118,3118,Structure,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the cargo securing winches may not be properly mounted to the trailer. As a result, the cargo winch mount could fail and allow cargo to come loose. Canadian regulations have minimum requirements for load-securing. 
Note: This recall only affects trailers equipped with 8' long loading ramps inset to the floor behind the drop section. 

Safety Risk: 
Cargo that comes loose or falls from the trailer could create a risk of injury and create a road hazard for others. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer for an inspection. The cargo winches will be replaced as necessary."
S119,3119,Structure,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the cargo securing winches may not be properly mounted to the trailer. As a result, the cargo winch mount could fail and allow cargo to come loose. Canadian regulations have minimum requirements for load-securing. 
Note: This recall only affects trailers equipped with 8' long loading ramps inset to the floor behind the drop section. 

Safety Risk: 
Cargo that comes loose or falls from the trailer could create a risk of injury and create a road hazard for others. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer for an inspection. The cargo winches will be replaced as necessary."
S120,3120,Structure,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the cargo securing winches may not be properly mounted to the trailer. As a result, the cargo winch mount could fail and allow cargo to come loose. Canadian regulations have minimum requirements for load-securing. 
Note: This recall only affects trailers equipped with 8' long loading ramps inset to the floor behind the drop section. 

Safety Risk: 
Cargo that comes loose or falls from the trailer could create a risk of injury and create a road hazard for others. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer for an inspection. The cargo winches will be replaced as necessary."
S121,3121,Structure,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the cargo securing winches may not be properly mounted to the trailer. As a result, the cargo winch mount could fail and allow cargo to come loose. Canadian regulations have minimum requirements for load-securing. 
Note: This recall only affects trailers equipped with 8' long loading ramps inset to the floor behind the drop section. 

Safety Risk: 
Cargo that comes loose or falls from the trailer could create a risk of injury and create a road hazard for others. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer for an inspection. The cargo winches will be replaced as necessary."
S122,3122,Structure,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the cargo securing winches may not be properly mounted to the trailer. As a result, the cargo winch mount could fail and allow cargo to come loose. Canadian regulations have minimum requirements for load-securing. 
Note: This recall only affects trailers equipped with 8' long loading ramps inset to the floor behind the drop section. 

Safety Risk: 
Cargo that comes loose or falls from the trailer could create a risk of injury and create a road hazard for others. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer for an inspection. The cargo winches will be replaced as necessary."
S123,3123,Structure,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the cargo securing winches may not be properly mounted to the trailer. As a result, the cargo winch mount could fail and allow cargo to come loose. Canadian regulations have minimum requirements for load-securing. 
Note: This recall only affects trailers equipped with 8' long loading ramps inset to the floor behind the drop section. 

Safety Risk: 
Cargo that comes loose or falls from the trailer could create a risk of injury and create a road hazard for others. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer for an inspection. The cargo winches will be replaced as necessary."
S124,3124,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S125,3125,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S126,3126,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S127,3127,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S128,3128,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S129,3129,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S130,3130,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S131,3131,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S132,3132,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S133,3133,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S134,3134,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S135,3135,Electrical,"Issue: 
Certain vehicles may be equipped with an accessory trailer wiring harness kit that could fail. Over time, this could result in a short circuit that can cause overheating of the control module. 
Note: This recall only affects Hyundai Genuine Accessory trailer wiring harness kits that were manufactured by third parties and sold in Canada. These kits may have been ordered at the time of a vehicle purchase, or purchased separately from a dealer as an aftermarket accessory. 

Safety Risk: 
A short circuit could create a fire risk. This risk remains even when the vehicle is parked. 

Corrective Actions: 
Hyundai will notify owners by mail and instruct you to inspect your vehicle to see if it has an affected trailer wiring harness installed. If it does, Hyundai will advise you to take your vehicle to a dealer to install a redesigned trailer wiring harness. Hyundai recommends that you should park your vehicle outdoors, and away from other vehicles or structures until the recall repairs have been completed."
S136,3136,Structure,"Issue: 
Over time, corrosion could cause the secondary hood latch to stick in the open position after it is used. If this happens, and the primary hood latch is released, the hood may open suddenly while driving. 

Safety Risk: 
A hood that opens suddenly while driving could block the driver's view and increase the risk of a crash. 

Corrective Actions: 
Nissan will notify owners by mail and provide an update to the owner's manual instruction for how to properly maintain the hood latch. Nissan will instruct you to take your vehicle to a dealer to replace the hood release lever spring. The dealer will also install a hood latch maintenance warning label."
S137,3137,Structure,"Issue: 
Over time, corrosion could cause the secondary hood latch to stick in the open position after it is used. If this happens, and the primary hood latch is released, the hood may open suddenly while driving. 

Safety Risk: 
A hood that opens suddenly while driving could block the driver's view and increase the risk of a crash. 

Corrective Actions: 
Nissan will notify owners by mail and provide an update to the owner's manual instruction for how to properly maintain the hood latch. Nissan will instruct you to take your vehicle to a dealer to replace the hood release lever spring. The dealer will also install a hood latch maintenance warning label."
S138,3138,Structure,"Issue: 
Over time, corrosion could cause the secondary hood latch to stick in the open position after it is used. If this happens, and the primary hood latch is released, the hood may open suddenly while driving. 

Safety Risk: 
A hood that opens suddenly while driving could block the driver's view and increase the risk of a crash. 

Corrective Actions: 
Nissan will notify owners by mail and provide an update to the owner's manual instruction for how to properly maintain the hood latch. Nissan will instruct you to take your vehicle to a dealer to replace the hood release lever spring. The dealer will also install a hood latch maintenance warning label."
S139,3139,Structure,"Issue: 
Over time, corrosion could cause the secondary hood latch to stick in the open position after it is used. If this happens, and the primary hood latch is released, the hood may open suddenly while driving. 

Safety Risk: 
A hood that opens suddenly while driving could block the driver's view and increase the risk of a crash. 

Corrective Actions: 
Nissan will notify owners by mail and provide an update to the owner's manual instruction for how to properly maintain the hood latch. Nissan will instruct you to take your vehicle to a dealer to replace the hood release lever spring. The dealer will also install a hood latch maintenance warning label."
S140,3140,Structure,"Issue: 
Over time, corrosion could cause the secondary hood latch to stick in the open position after it is used. If this happens, and the primary hood latch is released, the hood may open suddenly while driving. 

Safety Risk: 
A hood that opens suddenly while driving could block the driver's view and increase the risk of a crash. 

Corrective Actions: 
Nissan will notify owners by mail and provide an update to the owner's manual instruction for how to properly maintain the hood latch. Nissan will instruct you to take your vehicle to a dealer to replace the hood release lever spring. The dealer will also install a hood latch maintenance warning label."
S141,3141,Structure,"Issue: 
Over time, corrosion could cause the secondary hood latch to stick in the open position after it is used. If this happens, and the primary hood latch is released, the hood may open suddenly while driving. 

Safety Risk: 
A hood that opens suddenly while driving could block the driver's view and increase the risk of a crash. 

Corrective Actions: 
Nissan will notify owners by mail and provide an update to the owner's manual instruction for how to properly maintain the hood latch. Nissan will instruct you to take your vehicle to a dealer to replace the hood release lever spring. The dealer will also install a hood latch maintenance warning label."
S142,3142,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S143,3143,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S144,3144,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S145,3145,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S146,3146,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S147,3147,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S148,3148,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S149,3149,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S150,3150,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S151,3151,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S152,3152,Label,"Issue: 
On certain SDF and SDG step-deck semi-trailers, the load rating label that is located beside the compliance plate could be incorrect. As a result, the trailer could be overloaded. If this happens, the structure of the trailer could fail. 

Safety Risk: 
A structural failure could cause a loss of control and increase the risk of a crash. 
 
Corrective Actions: 
Lode King will notify owners by mail and instruct you to take your trailer to a dealer to replace the incorrect load rating label."
S153,3153,Structure,"Issue: 
On certain concrete mixer trucks, the hardware used to secure the rear lift axle could be defective. If the hardware fails, the lift axle could separate from the attaching arms and fall from the vehicle. This could also cause the vehicle to become unstable.
 
Safety Risk: 
A lift axle that detaches from the vehicle could create a road hazard for others and increase the risk of a crash. An unstable vehicle could also increase the risk of a crash. 
 
Corrective Actions: 
The company will notify owners by mail and provide you with new hardware to secure the lift axle to the mounting arms."
S154,3154,Structure,"Issue: 
On certain concrete mixer trucks, the hardware used to secure the rear lift axle could be defective. If the hardware fails, the lift axle could separate from the attaching arms and fall from the vehicle. This could also cause the vehicle to become unstable.
 
Safety Risk: 
A lift axle that detaches from the vehicle could create a road hazard for others and increase the risk of a crash. An unstable vehicle could also increase the risk of a crash. 
 
Corrective Actions: 
The company will notify owners by mail and provide you with new hardware to secure the lift axle to the mounting arms."
S155,3155,Structure,"Issue: 
On certain concrete mixer trucks, the hardware used to secure the rear lift axle could be defective. If the hardware fails, the lift axle could separate from the attaching arms and fall from the vehicle. This could also cause the vehicle to become unstable.
 
Safety Risk: 
A lift axle that detaches from the vehicle could create a road hazard for others and increase the risk of a crash. An unstable vehicle could also increase the risk of a crash. 
 
Corrective Actions: 
The company will notify owners by mail and provide you with new hardware to secure the lift axle to the mounting arms."
S156,3156,Structure,"Issue: 
On certain concrete mixer trucks, the hardware used to secure the rear lift axle could be defective. If the hardware fails, the lift axle could separate from the attaching arms and fall from the vehicle. This could also cause the vehicle to become unstable.
 
Safety Risk: 
A lift axle that detaches from the vehicle could create a road hazard for others and increase the risk of a crash. An unstable vehicle could also increase the risk of a crash. 
 
Corrective Actions: 
The company will notify owners by mail and provide you with new hardware to secure the lift axle to the mounting arms."
S157,3157,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S158,3158,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S159,3159,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S160,3160,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S161,3161,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S162,3162,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S163,3163,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S164,3164,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S165,3165,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S166,3166,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S167,3167,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
S168,3168,Engine,"Issue: 
On certain vehicles, the screws that attach the oil lines to the turbocharger may not have been properly tightened. If the screws are not properly tightened, oil could leak onto hot surfaces in the engine bay.
 
Safety Risk: 
Engine oil that leaks onto a hot surface could cause a fire.
 
Corrective Actions: 
Mercedes-Benz will notify owners by mail and instruct you to take your vehicle to a dealer to inspect and repair the turbocharger oil feed and return line mounting, as necessary."
