"Vehicle_ID","Make_Name","Comment"
"3257","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3258","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3259","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3260","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3261","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3262","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3263","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3264","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3265","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3266","LINCOLN","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3267","LINCOLN","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3268","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3269","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3270","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3271","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3272","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3273","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3274","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3275","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3276","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3277","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3278","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3279","LINCOLN","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3280","LINCOLN","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3281","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
"3282","FORD","Issue: 
On certain vehicles, an electrical problem with the rearview camera could cause it not to work properly. As a result, the rearview image may be distorted or not display at all.

Safety Risk: 
A rearview camera image that does not display could reduce a driver's ability to see behind the vehicle while backing up. This could increase the risk of a crash.

Corrective Actions: 
Ford will notify owners by mail and instruct you to take your vehicle to a dealer to replace the rearview camera."
